label,content
0,خالصك عمليه يا خادم المخزن صهيوني 
2,قستها 😹😹😹😹😹😹😹
2,
0,اححح لفريش 🐸
0,ربحت غير هش يمك س ط
2,حمر برك تعرف تصيد بلاك صحلك صبع
0,تررررر رررر
0,بخخخخخخخ تفففف  فيه شبايه الخنزير يا سبي
0,اي روح نيكمك لقحبة هود لبلاد يا كرفة وڤول ماناش حابسين
0,امير راجل عليك يا قحبة ماشي كنتي تشكميلو يا فايحة
0,نشالله تموت نتهناو منك
0,موديرتاعالشبارڨههههههههن
0,مزال الناس المغندفة تبعك
2,زيطوط يشعر بالحزن لعدم وجوده
2, ههههه جيبولي شيشنق ههه
2,مبروك تستاهل راجل ولد راجل
2,يا ودي ميش قستها برك 😹😹😹
2,عمتها
0,نتا بيان عليك تبقى تلحس في زبوبهم و امبعد تجي تطلق غمالتك هنا
0,2020 و مزالكم تخدمو طرول هكدا
2,و هل تعتبر معطوب رباً
0,هههههه روح نيك أمك
2,انا معارض بصح هدي القصة مادخلتش مخي 
0,باين بلي تبغي بطس نت وكي تالقي مع صحابك تسلموا في شورب
0,كان مجيتش نعرفك يابلوط بلادي نقوال عليك بنان  واش ركم حابين تخلطوا بلاد ولا واش هابين تبيعوا لابلاد نورمال وسي زيطواط شرتكم فرنسا بلابصل
0,نت صح حمار
0,يا لقلب 
2,حرام هاذ الهدرة ولو بالمزاح 
0,رحو نيك موك
2,خصونا غير هذو
2,ربي ابارك فيك ويحفظك
0,الشعب راه ايقول مخابرات ارهابية ماشي زيطوط و امير و عبود
2,ترامب زعيم❤❤❤
0,فريت اوملاتت بالبيض كيف الخانةليكوت تاع الذباب
2,ربي يرحم الوالد اربي افرحك طول حياتك
0,يا زبي نت جيت م سعودية وقيل  على متعرفوش وإن طرحه بشق معرفتش منين جيت
0,البس و استر صوالحك نتا امبعد ساهل هادا ادا كنت راجل 
2,جرح يبرى بدوى
2,😂😂 سير ستغل الوقت ةشد صف على الحليب ولا سميد 😂😂 ولا جمع فالحسنات باش دخل لجنة
2,بصحتك العقيدة والقناعة الإنجليزية
2, هاء فريت عملت بل بيد ما تحركناش كسد
2,حسبنا الله ونعم الوكيل  السلمية 
0,عمی العربی مفهمنا والو مع هذو العجزه اسود علینا و نعال فی ارجل اسیادهم
2,ديرلهم تيليتون ياوسمك
2,ولا دير فيديو تبحدل بروحك تايه فيه
2,والله السردين في غرداية اليوم في السوق 60000
2,اللهم امين يارب العالمين 
2,حلمك بالنسبة لي بوداوي هو حاضره 👌
2,وه زيتوت واه
0,يافرطاس ياخامج
0,وش صودق عذبي تموت على لقبيل فور عليكم العتين حاشا لبع
0,نتا باين تسكن فكاش منطقة نائية و عندك عقدة من جهة العاصمة هدا مكان 🤷‍♂️
2,اريد الإنخراط في حركة رشاد
0,هدا واش تعرفو غير لهدرا فقبايل علا خاطر متلقوهومش جايحين وشفنا كيفاه راكو طبقو دين ربي لعالم استر مستر الله
2,رمز من رموز الكفاح و النجاح هنيئا لك
2,لماذا لا تقولون الحقيقة لمقاتلة المسلمين وسلب خيراتهم ولا يجوز القتال تحت راية الصليب
0,احشم خو من نيتك قبايلي يدخل لجامع  😑
2,اين قايد صالح انا لا اراه
0,انت كلب فرنسا الزواف اعداء الجزائر  حمار
0,مستوى بغل 😂😂😂😂😂
0,خخ ارض
0,عندو حكطى تاع راك تعرف بلا منقولها
2,والدولة تتفرج
2,اميييينيا ربالعليييين
0,مخابرات ارهابية تسقط المافيا العسكرية لو كان جاوا ارهاب الدول اراهم عايشين فيهم القوا القبط عليهم مايسناوش الفشلى يلقون القبض عليهم زمن التحميريت ولى 
2,تبون و القايد صالح
0,هاذوك الباديسيون النوفمبريين اللي كانو يقولو راح يبدلو الفرنسية بالانجليزية وين راهم و هاذوك لي قالو راح يفتحوا استراد السيارات الأوروبية اين انتم و لي قالو الأورو هبط لأنه عملة فرنسا اين انتم  قلنالكم البلاد متمشيش بالشعارات و الخطابات البلاد تمشي بالقوانين بالتخطيط المحكم البلد تمشي بالمنطق بالدراساتبالمخططات بالنظام البلد تمشي بالشفافية  البلاد تمشي ببرلمان حقيقي يمثل الشعب  البلد تمشي بوضع الرجل المناسب في المكان المناسب مشي فوضى و المشكلة انهم نفسهم يصدقون شعار المنجل  تبا لكم متى تستيقظون أيها اللحاسين المبردعين #الحراك_مستمر
2,مكه❤
2,تبون
0,هذا بربي يتشنق فتان
0,سبحان الله لي نكرهم أنا هذوا هوما 
0,شكون العطاي لي دايرلهم أبوني
0,تبون الخطة من بعد كونطر خطة حشهلكم  ربي فرج عليكم
0,نتا باين من جماعة لي تلبس التركوات الفضفاضة وتسمع بيلي علوش  وتتاثر بيها  وطايح عميق
2,حياك الله استاد الفاضل
0,علاه نيك موك فريت اوملات او بلبيض نتا شريتولهم يا طحان وفرحان
0,فريطملات بالبيض ههههههه بهايم
0,لاه انت حر لا والله انت خاين بعتي شرفك وبلدك من أجل غرد من الدنيا اتريد الفتنة يا خاين لن تتمكنوا إنشاء الله اتعلمون لماذا لان هناك رب لاينام يعلم كل شيء وهو يدبر الامر سبحانه ربي يرحم الشهداء اعمي صالح
0,بدوي بدوي لوكان خلخالو يدوي حشا لعروبي الرجال
2,امين يا رب العالمين حياك الله أستاذنا الفاضل ربي يحفظك
0,رخص كما هذا ماعندوش نظير يا تحهنا وجهك اشهى والله ماعندكم علله تحكم
0,راك حاب نسيبورتي ختك باش ترضى عليا
0,دائرة ك ز
2,اللهم إحمه من هجوم محتمل من طرف😂😂😂😂😂 آك علابالك
2,اللهم آمين يا رب
0,المغرب هو الأصل والباقي تقليدلا مجال للمقارنة بين الجزائر طووز المخزن الحمد الله
0,يدكم فالزب
2,الحراش بي لايك 😂😂
2,شحال فرحتلك ياجدك 😋المهم شغل أنا لي استلمتها هههخخخ بالبراكة والمزيد
0,مول المازدة
0, كاشما عندنا كعب في جهتنا  😁
0,معتوب واعر عليك  شنو درتي نتا فحياتك كاملة داير طرولات 
2,منشان تقول سلام عليكم ويردولها وعليكوم السلام 
0,انت واش دخلك في الماتقعدين الجيش يخ رخس وقلا راك شوف في متقاعدين وقلا راهم تبعو فيك 
0,معليه مستوى ابتدائي 🤣
0,احكيلنا نتا كيفاش غتصبوك
2,ماتنساش تجف الخارق يروح من الجزائر حتى تمنراست
0,خخخخخخخخخ نيخ لقبايل
0,الله يرحمو القايد صالح قال والله ما تسيح قطرة دم في بلاد الشهداء وقبلو رب العالمين وانتا يا وحد الخائن تحوس عليها باه تسيل الدماء  أنت خاين وعاميل
2,كل شئ بي البراكة عليك العقوبة لي حاجة خرا   
2,حيا الله الاحرار ربي يحفظكم 
0,خطرة تقولو يغتصبوهم في مركز عبلة و ذرك ولات في مركز شرطةبركاونا من الخرطي
2,ايا هذا يعس على ولادي الجزائر من الخطر اه ياقايدي اههههههه
0,ارواح الجزائر او اهدر هكا ياخاين الوطن
2,كل جمعة ديرو كرنفال 😂😂
0,بوصبع مسكين ربى سلط عليه الذل في الدنيا قبل يوم الحشر
2,عار أبي قصة تغنيك عن كل شيء 
2,دراهم الجيش شراو بيهم سلاح وطيرات ونساو حق معطوبين الجيش 
2,قال صلى الله عليه و سلم"اللهم أحييني فقيرا و أمتني فقيرا و أحشرني في زمرة الفقراء"
2,ليموناض خرجتلي من نيفي يارب 😂😂😂
2,تحيا المؤسسة العسكرية ويحيا الرئيس تبون والخزي والعار للعملاء الصهاينة متضامن مع متقاعدي الجيش الشعب و وحراككم لايمثل الاغلبية الدين يريدون المساواة
2,هرمنا
0,زيطوط بالبيري 🤣🤣🤣 
2,هاذوا راهم ركنوا وساندوا كبرنات فرنسا بعد الانقلاب  قول تعالى ولاتركنوا ( تساندوا نعينوا ) إلى الذين ظلموا فتمسكم النارسورة هودوبعد ان مستهم نار العصاباتيبقى ان يتوجهوا ويرجعوا  الى الله أولا بتوبة نصوحة قبل الشعب
0,ارض ياربك ارض 🤣🤣
0,نيك موق
0,كامل أولد فرنçأ 
0,باينة سنة رابعة ابتدائي
0,السبب تع هادو ڨاع ربراب هو لي زاد في السردين او السيارات هو العصابة تع ڨاع المنتوجات #كشيريست
2,نعبد الله لا اله الا هو💪
2,ساهلا يغلقو برلمان ويخلصهم من دراهم اعضاء البرلمان كي تحسبها تخرج اقل تكلفة
0,فريت اوملات بالخانة لي في ترمتو
2, جي دورونج تاع التفاح
0, يا الكعبه 🤣🤣🤣🤣
2,حي الله الاحرار اينما وجدو
0,الذباب يخدم اسيادو ويتألم 
0,نسمع سولكينغ و بانيني انت من الصفحة  البدو الرحل نكتو البلاد
0,(فقيد أضفلل يهما جدفكغ أعرب يلحن تفووو نع هش يمك )
0,كذبون في آخر العمر 🤔🤔🤔
2,فاستس نت مشي لقي وش تقول أو تدجيب ٢٠ طفل 🤦🏻‍♂️ ترميهم أت ليست دجيب طفل واحد 🤷‍♂️رب    ضد عندك لحق
2,الله يهديك يا ولدي
2,هدرت الصح بصح غلطت كي عمت على الرجال الكل
0,نكتيها كي هدرتي على مولودية مامي
0,يسقط نضام الارهاب والمخابرات المجرمة درس تررصة إت لا فرنك سمبلك ✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊✊
2,فري فاير أفضل لعبة في لعالم
0,ملا رسلي ترامك نكحل عليهم
0,ياخي جايح فريت اوملات بالبيض
0,دياراس مخابرات ارهابية
2,اللهم إنك أنت الله لا اله إلا أنت أنت الغني ونحن الفقراء نحن عبيدك بنو عبيدك نواصينا بيدك ماض ٍ فينا حكمك عدل فينا قضاؤك لا ملجا ولا منجا منك إلا إليك اللهم ادفع عنا البلا والبراكين والزلازل والمحن وجميع الفتن ما ظهر منها وما بطن اللهم اني استودعك جميع المسلمين والمسلمات في بلاد المسلمين
0,قمق ³
0,يا كلب فرانسا هووووووووووو او فاقو 
2,و يزيدولك بطاقة فنان من الوزير اون بغصون
2,بتوفيق مشكور اخي
2,على واش راك تهدر 
2,والله تحير 😆
2,سوسو
2,في تقدم مستمر
0,وعمك براهيم التاخمارتي والخانة واش حكايتو
2,إضراب عام
2,انا لودوكسي أصيل أعط سربس الضفكة نخرج ولا نو 
0,مول الخانة خخخخ
0,متتنيكش
0,الفوحة القمامة الفريسة الحتالة الفريسة
0,جوس دارنج تاع أنناص  لا شرف لا علم
2,الله يرحمو انشاء الله
2,ما علبلش علاش تفكرتك
0,اه يا خاينين
0,الله  يذلك يالمزدة ياخاين وطن
0,هذا المكعب كلا الشخشوخة بالخبز ههههع
2,كي شغل سقساوهم عندك الفرك و قالهم لا خويا ربي يجيب
2,اصبر علينا عام و نولو مطبعين معاهم 😢
0,من هاذو كامل نشجع مولودية و نسمع سولكينڨ مينداك و يدك ف هااذاك لي في بالك ⁦❤️⁩
2,بالتوفيق الف مبروك
0,نكك 
2,الإستقلال الإستقلال الإستقلال الإستقلال الإستقلال الإستقلال الإستقلال الإستقلال الإستقلال 
2,نعم هادي الجزائر في زمن العصابات الظحية هو المواطن دوي الدخل الظعيف والي مقعدش  يخدم خلاص كيفاش رايح يعيش اولادو يا 
2,عندك حق هههههه
2,حمدالله منعبدش معطوب ولكن باش يهدر  واحد على الميت اعرف مبقاش دين مع العرب
2,نعبد ربي سبحانو
0,طيز موق 👌
0,الغنى ليس ان تملك كثيرا من الاموال  والفقر ليس عكس دالك  وانما الفقر هو ان يكون عقلك فارغ تماما  لا طيرا يطير ولا وحشا يسير وتكتب مثل هادا المنشور للتضحك الاخر بالاخر 🙂
0,لعطاي تع فرونسا
0,شكرا يا كعبة
2,فهمونا خاوتي تحكيو على الراي ولا الملاهي انا راني من جماعة خالد ومامي و الزهوانيةاذا راني معني غير ننسحب ضرك 
0,ياخي منافقة جوج وجوه امير راجل وفحل ولم يغير ابدا من مبادئه يحب وطنه ولم يؤدي يوما الجزاير وانما الطغات العسكر  والجنرالات الذين خربوها 
0,كل واحد وحياتو وواش يحب يسيبورتي هنايا بدا يصماط ل داكس
0,كم انت كنت ترخيها و الناس قاع تعرفك
2,زيدلهم لي يسمعو ديدين
0,بوترمة
0,عميل فرنسا يا قوالبك بانووووو دي حكايتك وروح ولا دخل للبلاد وهدر هذي هدراااا ا رخيس
0,شكون قالك رانا مع المقاطعة لالا رانا مع حتشون يماك
0,لابوبال
0,أنت تقصد الجايحين ماهمش حابسينلأنك أنت حابس في بلاد سيادك ومبرتشخثما وهوما هنا هب هب هبعيش وربي الريش وكي تخلى هوما يتسلخو هنايا وأنت أدي التقاعد ثما
2,سلام مزال كاين سو في تسيير السياسي في بلاد وهذا جراة اتخاذ منضومة غير صالحة وهذا يرجع على الرايس للان نقص في تسيير ولخر صفر في مسؤلية 
2,كاين غير الجزائر و تحيى الجزائر
2,يعني تتهمون  الجيش حتى بما يقع في مالي ونيجر  عجبا فيكم
0,امشي نيك انت ولاخرار انتاعك
0,تموتوا على لغة لي كانوا شابعين في جداتكم يا عطاي تموتوا على قتالكم نيك الراسة نتاعك
2,نحن نتفاءل بانتصار بالحراك و الله معنا ان شاء الله نعم  لا نصل إلى الفشل باذن الله
2,حيا الله أحرار الجزائر في الخارج وفي الداخل دولة مدنية ماشي عسكرية ✔️✔️✔️🇩🇿🇩🇿🇩🇿✔️✔️✔️🇩🇿🇩🇿🇩🇿✔️✔️✔️🇩🇿🇩🇿🇩🇿
2,أكدلي على فري فطائر و طوماس شلبي
0,قود أسمى و لي معجبك كلامي يده في زب
2,و لا واحد فيهم
0,حبيت انعايرك و نسبك بصح الخاوه مخلاولي والوا هاهي ليكم برد قلبك يا مواطن
2,الثورة على الأبواب
2,لمعطووب
0,هذا تحليل إستفزازي تفوه
0,روح نيك موق 💚❤
2,اللهم احفظ بلادنا من كل سوء
2,اللهم امين
0,سيجنالو رب لا بج هادي أية لقفيل اى
0,ناكو شنقريحة  ولا كابران
2,أمين يارب
2,حفظك الله أخي امير الف مبروك واصل
0,مبروك  علينا  يا  امير  ==  هكدا  العصابة  تحكملك  من  الي  خلا  الختان
0,كلب
0,مزالت بوجبها تبان تفو
2,ضربة موجعة 😁
0,هادو تاريخ يحضر عليهم مع نت كافي متعرفش بلون أ كعبة لي هدرت عليها بيت ربي يا كاف
2,حيّاك اللهالحكمة للشعب وكل الحق للشعبولا تجتمع أمة محمد على باطل
0,عيب عليك تهدري فل الاعراض انتاع الناس اوعيب عليك واش داك للوليدة نتاعو عيب علبك احشمي
0,نعلته إله عليك
0,لكوست ولريني واش قودهم
0,كعبة يا زبي
0,المهم ما تكونش راجل
0,نلبس طن و نسمع ديدين ميس منسéبرتش لمتخلفن قصدي باللون🤓😀😀🤠
0,  فيفا أسمى د الجري ❤️🖤 أو  روح تعطي بيك بل مميز ولا وش إسمه يناقش
2,ربي ينورك أو يحفضك بن كونتينت بور لا سويت له بركة ماشالة
2, بالبيض ههه 😂😂
0,كبش هههههه
2,كون حتا جات اوريجينال
2,نسيت ال ردم نت ض 😂
2,فالصميم🤣
2,رسلنا مساعدات زيطوط ياك نتا ولد الجزائر لا ولا تبغي غير تدمرنا 🤔🤔
0,وش دق لقبيل مس فريمنة إن ٢٠٢١ مزالقم كعب 
2,إذا عربت خربت
0,روح تاخر فوز êتس ذكر
2,هاهاهاها وإنتي 
2,من ربك  من نبيك  ما دينك  هاذ وش تسحق 
2,واش راكم تماعنوا حمل القبائل نعبدوا معتوق لوناس ستغفر الله
0,ربي يهدي ديره ف فتنة
0,اتعلم الرجلة من سيادك يابوصبع
0,انت باين عليك من الشرذمة لينتخبت بلا
0,يا واحد لعميل يا شامة
2,نسينا الحليب قالك تشري الحليب النورمال تدي معاه تاع البڨرة 🐄حاشا البڨرة 🐄🐄🐄
0,راك غلط في ديدين ازبي 🤣
2,مخابرات ارهابية تسقط المافيا العسكرية 
2,الف مبارك اخي امير الله يحفظك وانت فخر للجزائر الحبيبة ربي يثبتك على قول الحق في وجه هذه العصابة المتسلطة على الشعب حيا الله الاحرار في كل مكان دولة مدنية ماشي عسكرية
2,كاين الخير في لبلاد كاين ناس إلى راهي تنهب وتحتكر(الطورة المضادة)
2,س ل مؤمنة لواحد يبدا يعرش
0,كي مسواولهمش الوضعية تاحم قلتو كيفاه ودرك كي رايحين يدريسو الملفات تاحم ويسويوهم وليتو تخمو على خزينة الدولة النفاق ويحيرتوه أنتم
0,يا سي زعطوط مبلغ الذي يحصل عليه متقاعيدي ومعطوبي الجيش لا يصل العاشر من الاموال التي سرقتها من اموال قنصلية  بنغازي  أين كنت محاسبا
2,الف الف الف مبروك 🎉 
2,أحكم شوية 
2,
2,خلق الازمات للبقاء في الكرسي
2,انا نحترم اي واحد مغربية رافض للتطبيع 🇩🇿😍🇲🇦
0,ترمى نت بين  تشتي سب
2,
2,يوريدون الانفجار ولكن لن يكون هدا سوف يرحلون باذن الله
0,العقل المدبر في إرسال الجيش الجزائري الي المالي هوا الخبارجي تاع فرنسا الجنيرال قايدي
2,و محرز😂
2,هوا ميعرفش لفرانسي وراه في فرانسا ونتي لي تعرف لفرانسي يا المثقف راك قاعد فدزاير خمم تفهم
2,مفهمتش هاذو كانو في خدمة الوطن والشعب كيفاش اليوم راهم يحوسو عاي التسوية
0,ي’أ زامل 
0,روح تقود
0,لكان جيتي بناذم وقريتي التعليقات والناس كفاه راه تشتم فيك متزيذيش اتوري وجهك
0,الشهيد العربي بن مهيدي رحمهو الله المناضل العربي الزيطوط حفضه الله قاهر الكشريسة و المبردعين و لحاسين الرنجاس و أهل العبودية اغضهم الحال بسياسة عليهم
2,الله امين 
0,باين انت مسامعي و تلعب بوبجي خخخخ 
2,راهم يشرو على اندفند 😂😂😂
0,نيكمو
0,الكرفة وخاوتو تفووووه
0,ياخي نقش نتا باين خائن مسارنك  🖕🖕
0,طحان
0,اصلا الجزائر ليس لها هوية
2,نتبع *
0,كبابل يديروها وجوه الشر 
2,نموس راه يدخل بزاف 
2,الحمد لله على نعمة الاسلام
0,ماكش حابس الله يحبسلك ڨلبك ويديرلك جلطة في راسك وينوض الحب والجرب في ترمتك ويديرلك الكونصير في مصارنك ياأمير الخامج ياوليد فرنسا
2,هذي هي الدولة الجزايړية
0,بقات نوبتك العطاي ياخضوك
0,روح نعدين موق يا رخيص
0,إ 💖 متعب كريس
2,متعوب دين إيفا
0,الثورة ثم الثورة يتنحاو جد باباهم كاملين نظام الكلاب واولاد الكلاب
2,الجمل شاف الزعزوع تاع صاحبو مشافش تاعو
0,حياك الله العربي زيتوت كثير من ذباب عبلة راهم ينبدو في التعليقات كالهجلات كي ضريتهم بالمنطق و الرياضيات يا جدك حابين ديما يبقوا هجالات تفووووو
2,نسيت محمد صلاح و محرز
0,روحي يا بطاسة
0,عملاء فرنسا يسيطرون عل الجزائر
2,من يؤمن بالتغيير عليه بالنضال والتضحية فالسماء لا تمطر حرية والحق يؤخذ ولا يعطى 
0,يحركهم حجر مول المازدة
0,مدنية باش الكلاب متلك يكلوها
0,لوكان الاخوان المفلسين زيتوت المطيري عباس عروة 
0,رهم خالعيني هذوا لي رهم يتبعوا فيه والله هو في فرنسا يتنعم و هوهم ديرين حراك ههههه تحسب كلاب توعه ههههه
0,روح روح يهودي قيمة هذا ديفند عليه 
2,الان تغيرت مثلما معمول به في دول الاخرى حارب اعداءك خارج ارض الوطن  دفاع متقدم نحمي وطننا من الارهاب الخارجي
2,الله يعطيك نجاح فوق نجاح
0,مزلقم فروشة
0,ياخي بقرة انت خلصت عليك مال انت كما سلاخ الكلاب ما عرضك ماك بطهارة يديك
0,أية روح تقود دل دير فى ناش تايهة نيف تعها
2,خصني هذي الروميكس والله سيريو
2,الرزق على ربي ماشي عليك
2,يعجز اللسان عن التعبير
2,أمين ياربي إل الأم
0,اقتلوهم قبل ان يتكاثرو
2, حبس علينا شكل فر
0,فيروس شيتا 
2,لقد أثبتت التحقيقات التي قام بها مكتب التحقيق الفيديرالي فبي أن ابو الدحداح مول من طرف امير دز و زيطوط المصدر زجتف
2, انت من أهم أسباب ما نحن عليه 
0,النساء الفحلاات يوجدو لرمضان و قايمين بولادهم و مستورات و تخاف ربي و نتي تبلبلبي مع رجال المرأة طيح قيمتها هكا
0,انسان غبي لكان تروح ت*** مشي خير
0,معطوب سبحانه 
0,بوخانة
0,شعب كي *بي  و تزيدو تحوسو تسجمو لبلاد تسجمو شعر عباد كي لخرا تخمموا ب *يعانكم 🙂
0,الجنرالات السراقين
0,واختك شكيت كاينة منها 
0,نتا بغي تسقسيك ميغيضوكش والديك تجيبلهم فسب والمعاير لخطر رخيس ولي يتبعك رخيس كتر منك
2,متعوب ❤
0,هو يطلع لملاير و يجي نهار و يتعلم لفرونسي انت تعرف لفرونسي و هااااو طييط يلا طلعت ميادوروا 
0,واش دخلك حنا قابلين انت واش قودك كول بعضاك
2,الم تكن ضد القايد صالح وجماعته  من المفروض هذا يفرحك ما غايتك 
2,الشعب الوحيد لي يسمع واحد يسب الدين فالشارع ويطل عليه من البالكون ويسبو باه يحبس السبان
2,فريت اوملات بالبيض 😂
0,خطق 
2,اللي يحوس على الدجاج يربيه في دارو ولي يحوس على السيولة الشارع مليان كاغطولي يحوس على الطريق يعڨب على الجبال راه فارزةولي يحوس على السردين راه فلبحر باطل ولي يحوس على الزيت راه لصانص ارخس من الزيت واخيرا الي يحوس على البطاطا راه الدنيا امعمرى احجر كولو واتمتعو في الخسائر الجديدة
0,و نكمك
0,ما تنساش جماعة الدركيين و الحلابين
2,حتى واحد غير لله
2,حقيقة مرة
2,الفقر يولد الرجال صاحبي
0,خخخخخخخ ني كن ا  مكم حتى قبل التطبيع
0,مبرووووك شنانة في العديان 
2,مانسمع هذه منالبس هذه بسه مولودية عميد ماتلعبش
0,هههههه أيوا هاديك هيا  على حساب نيفو تاعك
2,شقين🥴🤔
0,جزائر جديدة جزائر قالك جزائر ذل وفقر جزائر ليست للجزائرين جزائر فرنسا والإمارات حسبي الله ونعم الوكيلميزيرية كحلة سوريا افضل من جزائر جديدة جزائر ثبون كوكايين 
2,حيا الله احرار
2, ل داكس هذا رايح فيه 😂
0,شبعتينا خرطي مافيكش فايدة منين تاكل و تشرب
2,ياويليييي كنا في 2018 ومزال كاين عرب و امازيغ يدابزو يا كشفتي
2,سمو راي برق بش مشي تاع تكتك 😂😂
2,مكانش منها راكم جايين معانا 2021
0,تفففف عليك يا فرقه 
2,حيا الله الصحفي الاستقصائي امير
0,اسم الجلالة متزيدش تنطقو يا مسخ الفم والملحد
0,باسكو قحبة
2,مقستهاش فمولودية 
2,حركتهم رونديلة كاشير ماشي غير الفريت اوملات
0,ختك الحرة
0,زوجها وتبرى منها
0,دخل للجزائر ينيكلك امك يا فرخ
0,رواح انت وسڨمها ربك انت تظل غير تنبح غير من بعيد ماصبنا الخير حتى في كلب لا فيك ولا في غيرك
2,تحية للقبايل
0,أحكيلنا نهار إعتداو عليك جنسيا
0,كي خàيلي علاه راك عايش فيها يا تهان تفووووه
2,دوله بترول وناس تعاني فقر تحسب دوله فقيرة سي تبون يعاون في دول اخرى ومخلي شعبو يطلب اطفال محتاجين عمليات في خارج وسي تبون راح المانيا يتعالج ومخلي شعبو يطلب اطفال محتاجين عمليات في خارج وسي تبون راح المانيا يتعالج ومخلي شعبو يطلب ما محلها من اعراب
2,وش نقلك كاش نهار ني تلاقو
0,دنوب دوك الفلاحة هما خرجو فيكم ومزال تخلصو
0,هههههه قحبة واش دارولك نهار حكموك واحتاجزوك فالسفارة يا قحيبة يا بقرة حلبوك ولا شبعولك بوبو يا خامجة
2,لا حول ولا قوه الا ان الله لا يغفر ولا ينام بعتي الشعب الجزائري ابعثي الحراك لكن الله لا يغفر ولا ينام
0,او بعبارة اخرى لازم تكون نقش و مخنت
2,الله 
0,هههههههههه والله ماتحشم ههههههه
0,عبدة المعطوب و الكوريين اوسخ نوع في هادو 
2,حياكم الله و بياكم يا أحرار
0,ايتها الأفعى سامة لعنة الله عليكي إلى يوم الدين
2,قصف اسطوري 😅😂😂😂😂
2,الحمد لله 😂😂
2,وفضح الخليج الذي كان يدعم الإرهاب
0,هوما كانو يدافعوا على جزار و تنوفيق مالا يروحو ليهم يخلصوهم
2,لقد فتحت عيني على الحقيقة
2,مول لباج عطيوه غير كيلو مخلط تاع الديسير و غايسكت
2,تحياتي
2,منيش قبايلي بصح هوما لي يجيبولنا في حقنا  الحق يقال
2, اممممم ووولله ههه😂😂😂
0,أدي رب حكايتك علينا
2,وحتى انت لست موجود فالواقع
0,المازدا وانت ماناكوكش
0,روح تقود بع
0,تحركنا اختك يا عطاي
2,لاتقلقو الجزائر الجديدة ستجعلكم تقولون ياليتك تعود يا بوتفليقة
0,يا خنزير فرنسا تفوووووه عليك يا كلب مكرون
0,❤💚 يدك فيه 
2,وليد موسى او هنا ⁦
2,م لول إلى عافية رايس
2,زيد معاهم بنل خاطش كاين بزاف عيباد يعبدوهم 😂
0,نتا تاع فتنة  انا  جزائري   ونا  مع المقاطعة
0,نتبع ختك سيتو نريح ولا نخرج
2,جوس دارنج تاع التشينة
0,اكبر كذاب عرفته البشرية
2,خويا صغير نت نخليك تخردج وش كين ف قلبك  😉 *❤️💚*  
0,دك يجو جماعة عبلة يقولولك عميل والشهادة عطاوهالك تاع الموساد 😂😂😂😑😑
2,الرزق على ربي
0,نحححتتتششششون يماه لي ربط ظاهرة التكعب بتشجيع فرقة طاهرة كيما المولودية العاصمية
2,نعبد ربي سبحانه 
2,بصحتك ربي يوفقك ويحفضك
0,نيك نعطيزك
0,النيك يماك القاحبة  يوليد الحرام
2,حيا الله الاحرار
0,هادو شواكرهم
0,حمار سنة 4😏😏
2,ربي يسترنا
0,الله يذلك يا ديوث يا كبول
0,تعريف المكعبات؛ لي زادمين تاع هاد لاباج لي خادمة كي شكوبي 
2,هههههه نتا كيما هوا
0,قوم لوط
0,قاعك مدرتش فيه الخير وجاي تحوس على الاحرار
0,اععععقققق  منظره وصوته يشعرني بالغثيان
2,خاطيني كلش الحمد لله
0,الجزاءر بكل اسف والم تم اغتصابها
0,من المفترض بوصبع دك يروح يشكي لناتو
2,كلاش
2,العقوبة ليك
0,ينحرق هتكون يمك حتى نت و عندك عقدة من مولودية
2,سجلها عليه حسبي الله ونعم الوكيل
2,الفاهم يفهم
0,نعبدوا ربي حنا حمدله او لعبة فري فاير دايرينها ڨوسطو مش عبادة يا المتخلفين
2,أس لي يتيح علاه من تزعق على أثرس نورمال قيمة زيزو ليت و جاع نرميس تغو
2,مبروك يا بطل أرسلت لك على المانسجر قصيدا أرجو أن ينال إعجابك
2,هذا هو الهدوء الذي يسبق العاصفة إلى أين تسير الأمور في هذه الجزائر الجديدة  تتعقد أكثر مما تحل
0,هبهبهبهبهبهبهبهبهبهبهب انبح كي الكلب
2,الدشرة خخ
2,قصتها هنا
0,ياذيب مع نت حبس ليقيم نت لينك لبلاد يذب 
2,دعاء الزلزال 
2,اللهم آمين
2,هذا ما يسمى بالانفجار الاجتماعي بسبب الأزمة الاقتصادية التي يعيشها البلد المخروج كثر على المدخول تماما مثل ما حدث أواخر الثمانينات ورجعت المديونية والموس فالرقبة
2,كلش بالبراكة وربي يهنيك 👊
2,إلغاء كل معاشات الوزراء السابقين لحل مشكلة العسكريين
2,صانطويش فريتوملات بالبييييييض هاماخيتي
0,يذكر انها تقوم بوضعيات مثيرة في صورها لذلك عندها 3 ملاين متابع
0,روحي تقاودي يالزريعة نتاع العبيد  راكي باينة لحاسة النساء ليسبيانة وجه الدرك الأسفل من جهنم 
2,الأحرار لايعيشون في فرنسا كيف تحصلت على الجنسية الفرنسية و البحبوحة من المال التي عندك من أين جئت بها
2,لي خدم طرول ذكي  ذكي جدا
2,هههههه كاين منها
2,أزل 
0,وليدات فرانسا يدكم فشيخ
0,16= الف لام  قاف نون طاء تاء(مربوطة)
0,حللللوووووف
